studentRegNo,courseCode,grade
S13467,SOC204,A
S14641,HIST130,A
S12765,CE419,C
S12328,HIST320,A
S11805,CE416,C
S12185,ECE575,C
S11936,CS177,A
S14785,BIO262,C
S11407,PHIL512,F
S13139,SOC204,B
S10142,ENG588,A
S14679,SOC479,C
S12209,ME514,B
S10783,BIO226,D
S11810,ENG223,B
S11356,BIO556,A
S11805,PHY243,A
S11956,DS443,B
S14748,ECON540,C
S13167,CS328,A
S10822,PHY533,A
S13638,CHEM326,A
S13149,ENG535,C
S13114,STAT111,B
S12225,PHIL205,D
S14026,ECE323,C
S14292,ENG275,B
S14088,CE359,C
S13622,MATH410,A
S11183,ENG460,A
S13093,PHY186,C
S11696,CS211,B
S13318,POLI240,A
S12381,PHY560,A
S14918,HIST549,B
S10198,MATH451,F
S11999,SOC430,C
S13704,PHIL465,D
S13185,CHEM392,B
S13120,CYB110,B
S13648,CS565,B
S13582,DS230,B
S12204,MATH287,F
S12128,DS345,A
S11795,PHY537,C
S14236,PHIL406,B
S11603,PHY533,A
S13124,DS286,A
S11872,ECE146,C
S11300,DS147,C
S14528,DS125,B
S14302,ECE577,B
S11220,DS250,A
S13570,PHIL242,D
S11523,BIO217,B
S11365,ECE366,A
S10755,MATH417,A
S11441,ECE247,B
S13467,PHY558,A
S10140,CHEM513,F
S14936,CHEM464,A
S10831,ECON237,D
S11464,BIO373,A
S13789,ECON383,C
S11465,MATH178,B
S11530,ECON225,C
S12666,PHY537,A
S12230,ECON362,D
S14103,POLI358,D
S13226,PHIL169,A
S13842,CS179,D
S11981,SOC541,C
S13008,BIO393,C
S13788,ECON225,B
S10900,PHIL465,A
S14964,CHEM486,A
S13091,PHIL169,A
S13774,ECON370,C
S13235,ME381,B
S13308,ECE555,B
S14257,POLI281,C
S14730,PSY467,D
S13319,DS484,B
S13339,MATH185,B
S14093,POLI164,D
S11694,CE137,C
S13010,CS531,B
S14951,POLI562,B
S13079,STAT253,B
S12576,ECE349,A
S10131,PHY210,B
S11205,SOC330,D
S11145,STAT432,C
S13246,ECON225,A
S11860,POLI562,B
S13987,ME304,B
S13810,ME290,D
S13795,CE166,B
S10420,ECON225,F
S10829,HIST251,B
S12871,CHEM338,F
S13550,SOC139,C
S12906,DS520,B
S13908,PSY120,F
S13927,PHIL134,B
S11584,PHY258,F
S11359,MATH105,F
S11195,PSY481,C
S12208,HIST130,A
S11791,CHEM422,B
S10197,BIO329,B
S13770,PSY277,C
S12334,ENG288,A
S14235,PHIL399,A
S13591,STAT488,B
S14210,CS118,C
S14489,CYB473,C
S14144,PHIL134,F
S11256,ECE577,D
S12704,ME438,C
S12188,ME173,A
S11608,DS147,C
S12259,STAT301,A
S10360,STAT255,A
S11089,ECE199,B
S11586,BIO313,C
S11242,CE318,B
S12090,PHY569,A
S10542,STAT183,D
S12175,CE472,B
S10541,STAT212,B
S11356,DS573,C
S10935,STAT140,C
S12807,BIO415,C
S13048,ENG535,B
S12114,PSY395,C
S12708,ECON423,C
S14314,CS179,C
S14831,ECE366,C
S14864,PHY498,D
S11853,ME517,A
S13959,DS239,B
S14168,STAT253,B
S13315,CS126,F
S12460,BIO510,D
S10872,POLI521,A
S11831,ECE532,C
S12037,CS337,F
S10807,STAT457,B
S12973,CYB311,C
S13434,STAT390,B
S10664,BIO224,A
S13941,SOC585,F
S10543,PHY496,B
S10466,ECE323,B
S13540,MATH178,B
S10250,CYB270,F
S10968,POLI257,A
S14029,ECE575,F
S14820,STAT209,B
S11926,CYB246,A
S11350,CE272,A
S12679,BIO403,B
S10678,DS151,A
S10069,HIST176,B
S14035,CYB559,A
S11244,CS126,A
S11454,HIST116,A
S13004,POLI447,C
S12926,CE441,C
S10331,ME184,D
S12704,DS151,A
S14774,ENG142,F
S10001,DS520,F
S11392,CYB559,B
S14017,CHEM155,B
S12387,BIO415,D
S10587,HIST525,C
S11135,ECE133,B
S12129,ENG180,C
S14217,ECE149,B
S11833,ENG452,B
S13222,CYB536,B
S11333,CE455,B
S13706,PHIL283,F
S12510,DS250,C
S13285,ENG314,D
S11926,ECE506,F
S12533,CE441,B
S11971,CE336,A
S11271,CS118,A
S14814,STAT548,A
S10882,BIO329,A
S10601,BIO244,C
S12621,SOC396,A
S13945,PHY322,B
S14522,CYB473,C
S11718,PHY558,B
S10277,DS286,A
S11568,DS276,A
S10257,DS530,D
S12065,PHY299,A
S14076,CS337,C
S13256,PHY501,C
S12650,SOC330,A
S12678,PSY481,F
S13459,BIO437,B
S14641,CE544,C
S10060,CS545,C
S12052,HIST312,A
S12740,CE175,A
S11149,CHEM222,B
S14057,ECE590,B
S11656,PHIL469,A
S10314,CYB494,A
S12955,CHEM464,B
S13055,CE272,A
S13955,DS495,D
S14104,ME203,A
S12723,CS448,C
S14136,POLI240,B
S14331,HIST402,C
S11611,PHY322,C
S10322,CE332,F
S14841,CYB380,B
S13739,PHY122,B
S10146,BIO308,C
S10514,SOC342,D
S13418,ECE575,B
S14986,CHEM392,A
S12581,MATH527,C
S13680,BIO235,B
S10317,MATH518,A
S14747,DS230,B
S10035,PHY371,A
S11816,SOC587,D
S11957,ENG303,A
S10391,ECE590,A
S12241,CS374,D
S14477,CE581,B
S14110,CE544,F
S12508,ENG493,C
S10419,ME354,F
S11748,BIO373,C
S12355,POLI499,A
S11923,DS573,F
S14593,DS471,B
S14465,ENG435,A
S13518,STAT140,B
S12011,POLI584,B
S10814,CE166,F
S12115,PHY186,C
S12106,HIST312,A
S13493,SOC204,C
S12960,ECE149,C
S12365,PHY258,F
S14494,POLI427,A
S11274,PSY547,A
S10027,ENG588,A
S12212,ECE594,A
S13696,CE272,A
S14379,CHEM338,B
S13942,BIO442,C
S10682,CHEM282,C
S12893,STAT190,B
S11550,ENG379,F
S10149,POLI566,F
S10707,DS132,A
S12802,BIO182,B
S14381,ECE199,B
S12878,ME115,B
S13188,CE505,C
S10848,CHEM513,B
S13296,POLI208,A
S13960,PHY496,C
S10548,BIO599,F
S11857,MATH527,C
S14049,SOC385,C
S13172,CHEM264,C
S11631,PHY560,A
S13710,MATH196,A
S12911,BIO108,F
S13051,STAT432,B
S10060,ECON596,B
S13796,ECE143,A
S10786,DS404,B
S10954,BIO403,A
S14049,ECON383,F
S12791,ECE161,C
S10266,DS502,D
S12597,ECON225,B
S13486,DS250,A
S10873,CE128,F
S11121,ECE456,B
S13109,MATH178,B
S13375,PSY138,F
S12980,PSY138,B
S12456,BIO308,A
S12335,BIO267,A
S10762,CS545,A
S14300,CYB408,C
S10820,CHEM285,A
S12164,ENG493,B
S11013,STAT193,C
S14769,DS509,A
S10402,POLI241,B
S14507,CHEM486,B
S10652,PHY515,C
S14729,CS545,C
S12434,ME564,C
S12437,DS151,D
S10333,PSY259,F
S13442,DS147,C
S12204,SOC479,A
S10563,STAT148,F
S14819,CHEM102,A
S13907,ECE121,B
S12958,POLI307,B
S12165,PHY181,C
S14597,PHY558,C
S10671,SOC271,A
S14661,BIO458,D
S10137,ECON340,A
S11037,PHY186,C
S14175,CHEM222,F
S10043,CS448,B
S12238,PSY395,C
S11536,ME352,B
S10486,HIST320,A
S13182,ECE198,D
S12397,DS276,A
S14839,BIO310,F
S12356,ECON237,A
S11021,STAT461,B
S14958,ME354,A
S10938,POLI307,C
S12072,BIO453,A
S11510,POLI516,C
S10982,PHY595,C
S11085,CHEM464,A
S12047,PSY481,A
S10591,MATH450,B
S11786,POLI241,F
S14706,ME101,C
S10907,BIO524,C
S13386,CS154,B
S13662,ME173,A
S11009,CE544,B
S13367,ECON293,C
S12253,SOC327,C
S11195,PHIL205,B
S11540,CS545,C
S11988,CYB350,B
S12243,ECE323,A
S10025,CE321,B
S10503,ME500,D
S10488,PHY483,B
S12368,SOC204,B
S12352,PSY172,B
S11450,CE318,C
S13876,DS502,C
S10534,DS400,B
S12483,SOC429,A
S11645,ENG452,D
S13906,BIO593,B
S11314,DS345,A
S11093,BIO108,C
S13980,CE296,A
S14519,ECON360,C
S11185,CYB156,B
S13037,ENG367,B
S10809,DS239,D
S14231,DS509,B
S13307,CYB110,A
S10877,ENG223,D
S12065,ME514,A
S14554,SOC538,C
S14341,BIO571,A
S14071,ECON370,A
S10160,BIO267,C
S14537,ENG314,C
S10011,PSY346,A
S10888,MATH475,B
S13480,CYB228,C
S12227,DS400,A
S13292,BIO442,D
S14928,CYB389,C
S10787,CYB294,B
S11607,ECE555,A
S10375,DS539,B
S13861,STAT488,A
S12731,ME352,A
S14607,BIO108,C
S10845,CYB389,D
S11894,BIO310,D
S11679,STAT339,B
S10594,CS152,C
S14493,DS325,C
S11808,CE477,A
S13038,ECE149,A
S10095,CS570,C
S10985,PHY243,C
S13685,BIO557,A
S12791,CHEM572,A
S10973,DS147,D
S14901,CS374,C
S11975,PHY122,B
S12269,PHY377,A
S10052,ECON574,D
S11772,PHIL507,B
S12709,DS151,A
S14774,BIO217,F
S12274,CYB100,B
S12858,PHY578,B
S13705,ECON384,C
S10220,STAT478,A
S14683,CYB110,C
S11577,PHIL188,D
S11918,CE477,A
S11469,STAT200,D
S11619,POLI167,B
S10501,ME438,B
S11101,HIST116,A
S11672,MATH287,C
S12454,MATH527,C
S11260,ENG452,A
S11303,SOC342,B
S11403,CHEM291,A
S11434,MATH450,D
S13443,CHEM155,A
S11290,POLI208,A
S13400,CHEM155,B
S11361,HIST236,C
S14546,BIO552,C
S14847,PHY560,F
S14797,PHY268,D
S11289,BIO524,F
S14365,ME438,C
S13678,ME317,A
S13646,PHIL242,B
S14966,STAT209,F
S10164,STAT200,B
S13076,DS495,B
S10745,PSY547,C
S11038,STAT561,A
S14370,DS586,D
S14588,DS345,B
S14756,CHEM464,C
S11107,ENG127,B
S14415,STAT548,A
S11035,ENG223,F
S14164,DS539,C
S10607,ENG223,B
S10684,POLI273,B
S10766,SOC232,B
S14496,PHIL169,D
S10360,CE318,B
S11681,PHIL171,D
S11806,STAT457,C
S14243,CE175,C
S10585,ECE316,C
S14478,BIO141,C
S12636,PSY335,A
S12263,PHY533,B
S10271,BIO491,A
S10223,PHY496,C
S10198,SOC541,D
S10248,ENG142,B
S14799,BIO141,A
S11559,PSY346,F
S10804,CS324,C
S14415,BIO431,B
S14955,ENG113,C
S12894,CS260,B
S10943,ECE506,F
S12374,ECON485,B
S11304,ECE143,B
S11211,SOC407,C
S14423,CHEM344,B
S14278,POLI566,C
S11233,PHIL189,D
S12367,POLI356,C
S10347,CS260,B
S10330,CE359,B
S10215,PHY122,C
S10022,ME438,B
S12012,ECON293,B
S12797,STAT145,B
S14226,POLI240,B
S13319,ECON293,C
S11931,CYB311,A
S12207,CYB361,A
S12634,CHEM289,C
S12999,PHY258,D
S14725,SOC292,C
S14526,PHIL465,A
S13848,ENG127,B
S11969,BIO310,C
S14573,PSY335,C
S10139,DS495,C
S14307,ECE194,A
S10497,ECON237,D
S11002,DS543,B
S14330,PSY163,D
S14335,STAT478,A
S12118,CE592,D
S11453,CYB380,F
S14083,MATH550,F
S14224,ECE199,B
S11537,ECON370,C
S13274,ECON237,A
S10536,PSY172,C
S12417,DS471,A
S14681,SOC430,C
S12519,BIO308,B
S10169,BIO224,D
S11069,ENG288,C
S14328,HIST320,A
S12536,ECON591,C
S10673,CE336,D
S13196,PHIL249,F
S13193,ENG180,B
S13061,CE487,B
S10346,PHIL195,B
S11876,PHIL469,C
S12784,CE378,C
S12407,ECE198,F
S10190,BIO442,A
S13090,POLI257,B
S12292,SOC541,B
S14716,ECON591,D
S14138,PHY569,F
S11850,STAT474,A
S11977,ECON384,C
S14249,MATH191,D
S12256,BIO269,C
S11099,CHEM338,C
S10504,ECON444,C
S10307,POLI248,C
S10471,CYB536,B
S11676,PHY569,A
S12908,ECE199,D
S12111,DS400,B
S11000,CE302,C
S11158,PHIL512,A
S10774,CHEM464,C
S14310,CHEM338,C
S11013,CE378,A
S11627,ENG223,C
S11621,ME352,A
S13317,SOC429,B
S11849,PSY120,D
S10284,ECE470,A
S10687,CS570,C
S14136,ME354,C
S12682,PHY299,A
S14101,DS539,B
S14526,ENG468,D
S10068,MATH105,F
S11709,DS520,A
S10240,DS400,A
S13399,SOC157,B
S14892,PSY368,F
S12002,ENG452,B
S13868,PHIL426,C
S12161,CYB473,B
S14883,ECE161,F
S13403,PHY569,A
S11750,CYB300,B
S12832,HIST168,D
S10624,PSY259,C
S11009,CS545,B
S14710,CYB246,A
S12394,BIO215,A
S14340,CHEM344,B
S10216,DS400,A
S13336,ECE199,A
S11291,ENG582,A
S14931,POLI358,A
S11967,ECE331,B
S12766,ENG314,A
S12090,PHY578,A
S12408,CE166,B
S13336,CE581,C
S13005,CHEM422,A
S12764,SOC221,B
S13239,SOC319,B
S10379,PHY365,C
S10954,CYB482,A
S10147,MATH580,A
S11580,PSY547,F
S14261,POLI553,A
S13199,ENG303,D
S10724,MATH518,D
S10223,ENG297,A
S13732,CE137,B
S11743,DS151,F
S11790,DS230,D
S12914,CS126,D
S14170,ME381,A
S14686,CHEM155,B
S13975,ME317,C
S11168,ECON418,A
S14296,HIST525,B
S10330,SOC159,A
S14542,CHEM102,C
S13665,POLI499,A
S12444,SOC221,B
S14507,CE477,D
S11118,BIO308,A
S11914,SOC430,B
S11016,ENG127,A
S13035,ECE331,C
S10147,MATH410,D
S14156,ENG288,F
S14758,MATH462,A
S12370,CYB246,C
S10129,PHIL465,F
S12090,SOC398,D
S13300,CE487,C
S14692,CE419,F
S13446,ECE492,C
S13079,CS545,C
S12428,HIST525,C
S14953,STAT488,C
S13737,STAT145,D
S12421,HIST174,B
S12999,SOC396,B
S14659,CS227,A
S14631,CS152,B
S14099,SOC554,B
S11592,ENG588,A
S11559,CHEM155,A
S11827,DS250,C
S13521,ENG306,C
S10448,BIO308,C
S10188,SOC385,B
S13260,POLI427,A
S13421,CHEM597,D
S13620,PHIL189,C
S12535,SOC387,F
S11868,ECE366,C
S12668,DS443,C
S12963,STAT432,A
S14261,CS170,C
S14596,CE487,A
S12332,CE523,A
S12823,ECON591,B
S10965,PSY172,F
S14638,STAT412,B
S10245,ME381,D
S11206,POLI307,C
S12938,CE378,C
S13556,ME438,B
S14510,POLI295,C
S12823,BIO308,C
S11774,ECE107,C
S13489,DS150,C
S11193,ECE492,A
S14329,CS260,C
S10984,CYB228,D
S12187,ME304,B
S11971,DS400,C
S12545,ENG535,B
S10332,PHY537,A
S11345,CHEM344,C
S10008,STAT103,C
S14209,PHY322,C
S13189,DS132,F
S10956,ME526,F
S13171,PSY357,A
S10665,BIO442,A
S12743,POLI521,F
S10208,SOC124,F
S13073,ECON370,A
S12287,BIO141,B
S14968,CE137,D
S12632,ENG127,B
S11451,SOC541,C
S11604,STAT546,C
S13631,CYB428,B
S11176,DS125,C
S11806,PHIL426,B
S10137,PHY558,B
S13626,PHIL406,B
S11329,ENG129,C
S13678,POLI553,A
S13303,ECON490,D
S11065,CYB405,A
S10159,ECON384,C
S14031,DS471,C
S13884,CHEM572,B
S10390,BIO182,C
S14929,PHIL134,C
S12158,STAT111,B
S14292,CS445,B
S10550,ECON596,A
S11660,CE332,A
S11086,ENG588,F
S12931,STAT466,F
S11659,DS276,F
S13287,CHEM155,B
S10648,CS337,A
S11345,POLI447,A
S14939,STAT183,A
S10922,STAT212,C
S11949,DS522,B
S12603,POLI167,B
S14473,BIO393,F
S13080,ME162,A
S13665,PSY138,D
S14466,HIST251,B
S14854,DS125,C
S11381,MATH542,C
S10391,PSY172,D
S12408,CYB361,A
S10774,HIST320,B
S10433,SOC221,B
S12049,HIST525,A
S13853,BIO373,A
S11161,CE563,B
S14093,CE441,B
S11529,PSY138,A
S11322,POLI427,A
S14026,BIO557,D
S14392,CE523,A
S11584,HIST233,B
S13439,CS187,C
S12786,BIO476,D
S14968,CS324,A
S13489,DS543,D
S14418,BIO224,D
S14221,STAT190,B
S12608,PHY309,A
S11875,BIO393,C
S10187,ME352,C
S14821,CE378,C
S13511,ENG306,C
S10974,CE332,B
S10500,ENG306,D
S14067,CE220,F
S14245,POLI499,D
S10126,DS286,C
S13081,SOC376,A
S11400,ME192,A
S12861,BIO267,C
S10706,STAT301,C
S12998,ECE107,C
S14416,BIO329,F
S12170,POLI307,C
S10596,ENG367,C
S11427,CE137,F
S11136,BIO267,C
S13741,CHEM486,C
S10323,SOC385,C
S12199,CE220,B
S14988,PHY377,B
S14478,CE544,A
S11297,POLI164,D
S10309,ENG535,B
S10277,SOC587,C
S11882,CS439,D
S13548,BIO599,C
S12054,CE359,F
S11064,ENG252,D
S12766,PHY533,C
S14195,ECON383,C
S10688,CHEM245,B
S14470,CE359,B
S10293,CE455,C
S10750,CHEM282,F
S11927,PHY558,B
S13666,PHY299,B
S14417,ENG493,F
S11529,ENG113,F
S13702,POLI240,B
S10638,BIO593,C
S13779,CYB353,C
S14034,CE296,B
S14707,PHY568,B
S14073,PSY467,D
S11060,PSY263,B
S11606,ME352,F
S10312,DS504,C
S12607,CS448,B
S13265,SOC429,A
S11945,ENG288,A
S12206,BIO552,A
S12952,CHEM486,F
S13120,CE472,C
S13740,PSY391,A
S11022,MATH185,B
S14438,STAT190,C
S12806,CYB536,B
S12057,STAT193,F
S13220,PSY335,C
S11606,PHIL171,B
S12409,PHIL195,C
S11090,MATH449,B
S14719,PHY533,B
S13206,HIST525,D
S11593,ENG379,F
S14690,PHY578,A
S13316,ME184,B
S12685,PHIL195,B
S12767,PHIL469,F
S13959,MATH191,F
S12812,PHY299,A
S14714,CS187,B
S14826,ENG213,D
S11820,ENG275,B
S13031,CS152,A
S14132,CS154,C
S13204,CHEM289,B
S14011,PHY365,B
S13164,DS586,D
S12657,BIO108,C
S13995,DS495,C
S12143,ECE214,A
S12511,BIO421,C
S14196,DS522,C
S10927,ECON567,B
S13966,ME184,A
S14272,ME526,C
S14767,CE220,B
S10308,CS144,D
S11721,STAT301,B
S12664,DS250,B
S12676,CE523,B
S10878,PHY210,C
S12999,MATH417,D
S13436,HIST343,C
S14296,ECE149,A
S13491,BIO329,D
S10375,BIO108,F
S12177,SOC587,D
S10893,CHEM245,F
S10713,CS118,C
S11452,BIO333,B
S14335,SOC585,F
S14847,PSY368,B
S10492,STAT409,C
S11078,CE487,B
S12225,SOC284,A
S14212,PSY369,C
S12853,SOC305,A
S11121,PHY578,B
S13507,BIO313,A
S12657,MATH542,C
S14148,HIST312,C
S13684,ECE375,B
S12446,SOC541,A
S14036,STAT461,B
S12763,SOC479,D
S12290,PHY377,C
S14819,ECE316,F
S12599,PHY503,C
S12359,MATH191,B
S12494,ECE590,C
S10972,PHY595,A
S13507,CYB270,A
S10051,CHEM551,A
S11277,BIO510,B
S11880,DS400,C
S11901,CE137,F
S11074,SOC429,D
S10948,DS509,B
S12599,PSY135,A
S12654,POLI274,B
S14274,SOC204,C
S13487,ECON384,C
S10822,CHEM245,B
S14258,PSY368,C
S13160,DS400,C
S14019,ME173,B
S11819,ECE316,B
S13613,ENG468,F
S13385,HIST176,C
S11062,MATH287,D
S11373,CS570,B
S11713,DS586,F
S14307,CS211,D
S11416,MATH462,B
S10867,CE477,A
S10515,POLI164,A
S11173,HIST549,D
S10058,CHEM420,B
S10758,HIST130,B
S10066,POLI553,A
S12004,HIST312,B
S11311,SOC204,C
S13794,DS276,A
S11352,ECE492,B
S14249,STAT461,A
S13735,STAT190,C
S12867,DS345,B
S12132,CYB482,F
S14604,BIO421,B
S11111,CYB294,A
S14679,ENG582,A
S11166,CE416,A
S13715,POLI295,D
S14536,ENG223,C
S13215,ENG127,B
S11488,PSY467,B
S10990,SOC430,B
S10518,ECE334,C
S11624,CHEM326,C
S11779,ECON574,C
S14772,ECE594,A
S10239,CHEM266,A
S11271,PSY395,F
S11753,SOC479,B
S11402,ECE589,A
S13498,DS509,B
S14793,PSY138,C
S11935,ECON383,C
S11937,CYB559,A
S12979,PSY459,F
S14731,SOC538,D
S11664,PSY263,C
S12523,HIST236,B
S14006,DS471,C
S14039,STAT212,A
S13220,POLI248,A
S10160,CHEM392,B
S12079,PSY395,D
S14080,STAT412,C
S10954,ME192,D
S14944,DS522,D
S14769,CS324,A
S14677,PHIL189,B
S11327,CE128,B
S14881,STAT339,C
S14077,ENG468,A
S14016,MATH462,D
S12677,CS170,C
S14573,POLI584,F
S11990,CE166,A
S10807,HIST168,C
S13253,CYB473,C
S10444,CYB380,A
S10308,BIO552,A
S14540,CYB350,C
S13814,PHY365,B
S14660,CS324,B
S11725,POLI454,C
S13049,CE441,B
S11512,SOC221,C
S13230,DS573,A
S10331,ME203,A
S12474,CE220,F
S10671,ME517,C
S14700,CHEM264,A
S10544,PSY277,D
S11335,ENG588,A
S14673,PHY560,F
S10766,STAT111,C
S14728,MATH185,C
S14807,PHY483,B
S10196,DS147,B
S13915,POLI241,C
S14189,ECE198,A
S11608,POLI566,A
S13404,ECON340,A
S14861,BIO355,A
S10943,HIST174,B
S11236,STAT474,A
S11697,ENG180,A
S13771,PHY309,B
S11143,ENG127,A
S10731,SOC159,A
S13298,PHY153,A
S11480,ECE121,A
S10261,CS328,A
S12809,ME438,C
S14334,HIST489,B
S12037,ENG201,F
S11753,CS118,B
S11576,HIST320,B
S11707,CS374,A
S11465,BIO333,C
S12469,BIO497,B
S11225,BIO491,C
S11442,DS151,A
S10186,DS504,C
S13234,CHEM420,B
S12761,ECON540,A
S12675,HIST168,A
S12348,SOC292,A
S14844,ECE199,C
S13004,PHY595,B
S13117,ECON529,C
S10010,PHIL512,F
S14660,CYB405,B
S14779,ME354,D
S10796,BIO217,F
S10971,PSY172,B
S13472,PHY578,B
S12675,SOC376,B
S12514,ECON490,F
S11736,PHY533,A
S10613,SOC554,C
S11279,ENG113,A
S13947,CHEM576,A
S11008,CHEM285,C
S13926,POLI218,C
S12276,HIST130,A
S10503,CHEM326,C
S10699,HIST320,B
S14839,STAT111,B
S11064,POLI164,D
S14350,STAT432,F
S10876,ENG275,B
S11299,CE523,D
S10062,ENG213,C
S12338,HIST116,A
S11021,BIO108,C
S13322,ECE589,B
S13698,ENG288,B
S12525,ECON418,A
S13627,HIST402,C
S12851,ME290,B
S11412,POLI584,A
S13928,DS530,A
S12057,CE336,B
S10905,PHY122,C
S10970,BIO508,C
S11004,CHEM119,A
S13379,ECON383,A
S13680,ME304,B
S10737,CYB350,A
S14229,ECE121,B
S14234,ECE149,D
S13000,BIO329,A
S14855,ME115,D
S10886,CS598,B
S10498,CS337,A
S14164,ECE121,B
S10832,BIO226,A
S11877,CYB270,A
S10391,POLI516,D
S12958,ECON596,B
S12257,DS351,B
S13281,PHIL189,A
S11610,ECON112,A
S13564,STAT193,B
S14326,DS446,B
S13489,ENG460,B
S12078,ME354,A
S10987,SOC387,A
S11629,DS443,D
S11641,MATH410,B
S13600,CHEM572,B
S13583,ECE555,B
S11219,STAT140,B
S10524,PSY368,A
S11132,BIO458,D
S10155,HIST116,A
S12179,ENG306,B
S10820,PSY259,F
S14827,ECON112,C
S10954,DS125,B
S13978,CE441,B
S12066,CHEM119,A
S12151,PHIL399,A
S14522,PHIL134,D
S14611,CE487,C
S12208,BIO393,A
S12042,CE441,F
S10538,BIO262,C
S10346,DS230,C
S14111,CHEM119,D
S12438,BIO431,D
S14070,ECE575,F
S14965,ECON370,F
S11832,BIO431,A
S13794,HIST402,B
S10985,POLI516,B
S14939,ECON384,C
S10836,BIO310,F
S10815,HIST176,A
S12348,SOC587,A
S13931,CHEM392,B
S11911,HIST525,A
S12640,ECE323,A
S14222,BIO442,C
S12368,SOC398,C
S10933,STAT412,B
S10120,PHIL134,C
S12163,ME184,D
S11143,ENG113,A
S10417,HIST363,B
S14428,ECE532,A
S10729,BIO310,A
S11297,ME438,C
S10224,CHEM422,D
S12125,STAT148,D
S14470,ECON583,F
S10685,CE220,B
S14682,ECON362,C
S14789,BIO329,F
S10917,ENG142,F
S10183,STAT474,D
S14125,CHEM420,C
S12373,ECE575,C
S10250,ME517,D
S10578,ECON596,B
S13268,BIO557,B
S14383,CS170,A
S10985,ECE331,F
S12916,ENG367,B
S11909,CHEM392,F
S14152,CHEM291,B
S10094,SOC376,A
S10210,SOC232,B
S13430,SOC342,B
S10767,BIO524,D
S11547,CYB294,C
S12453,DS404,B
S10688,PHY578,A
S14093,CS445,D
S12215,CE505,A
S13469,ME386,F
S11232,CS337,C
S13212,SOC396,F
S13908,CYB440,C
S12188,PHY122,C
S11878,PHIL465,A
S10724,DS504,C
S10921,POLI281,B
S14049,PHY560,C
S12032,STAT190,B
S14531,SOC385,A
S13091,POLI281,A
S13770,CS397,C
S13261,STAT193,B
S10370,POLI553,C
S13454,PSY459,C
S14995,SOC292,B
S12036,ENG468,B
S13516,ENG113,B
S14191,PSY259,A
S13636,MATH105,A
S12769,CS152,B
S11309,ECE577,B
S11991,DS522,C
S12254,PHY377,B
S10002,PSY357,F
S11818,HIST236,B
S14363,ECE456,B
S10336,MATH550,B
S12117,CE302,B
S14318,SOC327,C
S10558,ME317,A
S10519,STAT145,B
S11756,BIO524,A
S12033,PHIL283,C
S14912,POLI427,D
S11675,PHIL465,B
S11905,STAT209,B
S13339,BIO557,A
S11528,CS227,A
S12084,CHEM264,C
S10773,SOC305,B
S10179,CS565,A
S12280,DS484,B
S11184,MATH234,A
S10797,SOC319,B
S10258,STAT546,A
S12368,POLI240,A
S14646,BIO313,B
S10517,ECON340,C
S13966,CYB559,F
S10535,DS495,B
S12119,DS404,B
S14477,CHEM422,A
S14432,ECE589,F
S10023,DS543,B
S14515,HIST174,A
S10652,CHEM326,B
S14235,HIST534,F
S11855,ECON529,B
S11513,CS570,B
S13084,POLI584,B
S13458,BIO415,C
S12039,STAT457,F
S13242,ECE456,C
S13607,PSY259,F
S13122,STAT390,B
S10739,BIO267,B
S12139,CS260,D
S10403,CYB156,A
S11104,PHIL469,C
S11479,ENG129,D
S13913,SOC284,A
S13125,ECE555,C
S12877,DS158,A
S10643,ECE316,C
S10506,CHEM216,D
S14405,ECON485,C
S13234,ECE206,B
S12036,BIO310,F
S11030,DS151,B
S12129,BIO267,B
S10457,CYB294,B
S10402,ECON112,C
S14689,BIO254,D
S12447,PHY371,F
S12049,MATH191,A
S13082,SOC292,C
S12244,DS502,F
S14560,CHEM414,B
S14075,BIO310,A
S13570,MATH234,A
S12545,CHEM261,B
S12983,CYB350,C
S12784,ECE375,D
S14679,SOC330,C
S12527,ENG493,B
S11808,ECE198,C
S14985,CHEM114,B
S11986,SOC538,C
S12114,DS509,B
S13123,PHY501,A
S11509,CYB494,B
S12369,ENG127,A
S12736,STAT409,C
S11875,DS573,A
S13485,BIO182,D
S10970,PHIL189,A
S11483,BIO593,C
S13702,SOC319,F
S13918,CE455,C
S12544,SOC305,A
S12588,PHIL413,A
S10227,PHY153,A
S12301,ENG463,F
S10756,ME290,F
S14123,ME517,F
S14369,BIO508,B
S13180,HIST130,A
S14397,ECE107,A
S14823,STAT364,F
S13941,CHEM464,B
S14577,ME165,A
S10648,PHIL188,C
S12935,SOC327,F
S10111,CHEM576,D
S13654,PHIL169,F
S13346,CE505,B
S11344,PHIL426,D
S10623,CE175,C
S11348,ENG127,A
S12058,BIO217,C
S13921,ENG275,A
S12832,ECE456,C
S13161,DS543,C
S10393,CE336,C
S11382,ENG288,F
S14211,PHIL189,B
S11010,DS443,C
S11905,PSY357,B
S12074,CHEM285,C
S12198,SOC124,A
S13516,DS230,B
S13009,CYB246,C
S12773,STAT478,A
S11612,ECE532,D
S10912,PHIL171,F
S11262,PHY578,C
S13665,CYB246,C
S14024,MATH449,F
S10695,SOC330,B
S13261,BIO491,A
S12404,SOC430,C
S11362,CYB350,A
S11569,CE544,D
S14414,CYB294,C
S10596,CYB559,B
S10103,ENG435,B
S10551,MATH410,C
S12022,CE523,A
S12694,PHIL465,C
S10271,ENG297,C
S11880,CHEM266,C
S14120,BIO524,A
S11879,BIO269,D
