studentRegNo,courseCode,grade,semester,enrollmentYear
S10027,ENG474,C,FALL,2024
S10027,PHY372,B,SPRING,2026
S10027,CHEM478,C,FALL,2026
S10027,CS302,B,FALL,2025
S10027,STAT227,B,WINTER,2022
S10027,ME189,A,WINTER,2026
S10027,BIO143,C,SUMMER,2023
S10027,ECON373,C,FALL,2026
S10027,POLI148,C,WINTER,2024
S10027,CE164,A,WINTER,2026
S10027,SOC472,F,FALL,2023
S10028,CYB594,A,WINTER,2025
S10028,ENG159,B,SUMMER,2026
S10028,MATH506,A,SUMMER,2022
S10028,CYB198,B,FALL,2025
S10028,ENG392,A,SUMMER,2024
S10028,ECON233,A,WINTER,2026
S10028,PHIL255,C,WINTER,2026
S10028,ECE415,C,WINTER,2025
S10028,STAT363,B,SUMMER,2025
S10028,PHY376,B,SUMMER,2023
S10028,MATH537,C,FALL,2023
S10028,POLI224,C,SPRING,2024
S10028,SOC455,A,WINTER,2024
S10028,DS509,A,WINTER,2023
S10028,ENG125,C,SPRING,2022
S10028,CE291,A,SUMMER,2022
S10028,CHEM393,C,WINTER,2026
S10028,PHIL342,C,SPRING,2026
S10028,CS210,C,SPRING,2022
S10028,STAT489,B,SPRING,2026
S10028,DS578,B,SPRING,2026
S10028,MATH323,C,SUMMER,2024
S10028,CS240,B,SPRING,2025
S10028,POLI482,B,FALL,2022
S10028,STAT452,C,SUMMER,2024
S10028,ME498,B,SPRING,2022
S10028,DS195,B,WINTER,2025
S10028,STAT241,D,SPRING,2024
S10028,PHIL356,A,SPRING,2023
S10028,CE443,D,FALL,2024
S10030,ECE355,B,WINTER,2025
S10030,BIO207,A,SPRING,2022
S10030,PHY372,C,SPRING,2026
S10030,CHEM457,C,FALL,2023
S10030,HIST187,C,SPRING,2026
S10030,DS444,B,WINTER,2026
S10030,ECON299,C,SPRING,2022
S10030,BIO230,C,SPRING,2022
S10030,POLI306,B,WINTER,2022
S10030,ECON116,C,WINTER,2022
S10030,POLI438,F,WINTER,2025
S10030,ME536,B,WINTER,2022
S10030,ENG392,B,SUMMER,2025
S10030,ME595,B,SUMMER,2026
S10030,CS140,F,SUMMER,2023
S10030,PHIL423,A,WINTER,2022
S10030,ECON349,B,SPRING,2022
S10030,CHEM387,A,SPRING,2026
S10030,PSY276,A,WINTER,2022
S10030,ECE142,B,SUMMER,2024
S10030,STAT206,D,SUMMER,2024
S10030,POLI482,C,SUMMER,2023
S10030,SOC371,F,SUMMER,2023
S10030,HIST289,F,SPRING,2022
S10030,PHIL255,C,SUMMER,2024
S10030,CE249,B,WINTER,2026
S10030,ECON484,A,SPRING,2026
S10030,ECON261,F,SUMMER,2024
S10030,ECE331,B,SUMMER,2023
S10030,SOC445,C,WINTER,2024
S10031,ECE422,B,WINTER,2025
S10031,CYB154,B,FALL,2023
S10031,BIO440,B,WINTER,2023
S10031,BIO552,A,SUMMER,2023
S10031,POLI451,F,SUMMER,2024
S10031,MATH591,B,SUMMER,2024
S10031,SOC424,C,WINTER,2025
S10031,CE490,F,SPRING,2025
S10031,MATH425,B,SUMMER,2025
S10031,CHEM262,C,WINTER,2024
S10031,PSY357,C,SPRING,2022
S10031,BIO374,A,SPRING,2026
S10031,PHY372,C,WINTER,2026
S10031,MATH300,F,WINTER,2024
S10031,POLI215,C,WINTER,2026
S10031,BIO539,C,SPRING,2023
S10031,POLI306,F,WINTER,2026
S10031,SOC353,B,SUMMER,2023
S10031,CE487,A,SPRING,2023
S10031,CYB337,C,FALL,2023
S10031,SOC246,B,SPRING,2026
S10031,POLI522,A,SUMMER,2025
S10031,MATH573,B,WINTER,2024
S10031,ECON330,C,SPRING,2025
S10031,ENG180,D,SPRING,2024
S10031,DS547,C,WINTER,2022
S10031,CE190,C,WINTER,2023
S10031,ECE304,D,WINTER,2026
S10031,CS247,D,SPRING,2023
S10031,PHY101,A,SPRING,2024
S10032,HIST288,A,WINTER,2023
S10032,ECE470,C,SPRING,2024
S10032,DS547,B,SUMMER,2025
S10032,STAT222,F,FALL,2024
S10032,ME189,A,SUMMER,2024
S10032,ECE341,B,FALL,2023
S10032,ECON579,F,WINTER,2022
S10032,CS464,A,FALL,2026
S10032,CS571,A,FALL,2022
S10032,CHEM202,C,SPRING,2024
S10032,CYB265,D,SPRING,2023
S10032,CS167,F,SPRING,2024
S10032,ENG250,D,WINTER,2026
S10032,BIO133,A,FALL,2023
S10032,CHEM557,B,SUMMER,2026
S10032,PSY115,B,SUMMER,2025
S10032,CHEM205,C,SPRING,2024
S10032,DS395,A,SUMMER,2023
S10032,PHY336,C,WINTER,2024
S10032,CHEM335,C,SPRING,2022
S10032,DS225,B,SUMMER,2023
S10032,BIO450,A,SUMMER,2025
S10032,BIO408,B,FALL,2026
S10032,CHEM327,C,WINTER,2023
S10032,CYB223,B,FALL,2026
S10032,CHEM507,B,WINTER,2023
S10032,CE190,D,WINTER,2024
S10032,PHIL598,C,WINTER,2022
S10032,PHIL356,B,SPRING,2022
S10032,HIST428,C,WINTER,2024
S10033,POLI361,A,SUMMER,2023
S10033,ECE422,C,SPRING,2023
S10033,POLI432,A,WINTER,2023
S10033,CS325,D,SUMMER,2023
S10033,CHEM319,B,SUMMER,2024
S10033,MATH503,A,FALL,2024
S10033,PSY163,B,WINTER,2024
S10033,CYB153,B,FALL,2024
S10033,CYB174,B,SUMMER,2024
S10033,CS533,C,FALL,2026
S10033,POLI234,C,SPRING,2023
S10033,PHY488,C,SUMMER,2026
S10033,POLI522,C,SUMMER,2022
S10033,HIST396,C,SUMMER,2026
S10033,BIO485,A,SPRING,2022
S10033,PSY505,B,SPRING,2023
S10033,PSY157,A,WINTER,2025
S10033,MATH469,B,SPRING,2023
S10033,DS186,B,SPRING,2025
S10033,STAT287,B,FALL,2025
S10033,ME311,F,FALL,2025
S10033,ECON436,A,SPRING,2022
S10033,BIO273,C,SUMMER,2026
S10033,PHIL172,B,SPRING,2022
S10033,PHIL567,B,SPRING,2024
S10033,POLI224,B,SUMMER,2025
S10033,CHEM507,C,WINTER,2023
S10033,BIO347,C,SUMMER,2024
S10033,BIO207,A,FALL,2023
S10033,PHY235,B,SPRING,2026
S10034,POLI296,B,FALL,2026
S10034,BIO231,B,SUMMER,2022
S10034,PSY426,B,SUMMER,2023
S10034,STAT216,F,FALL,2024
S10034,PHY114,C,SUMMER,2023
S10034,CE535,D,SUMMER,2024
S10034,STAT208,B,SPRING,2024
S10034,PHY398,B,SUMMER,2023
S10034,PHIL255,B,FALL,2023
S10034,SOC175,C,SPRING,2025
S10034,ME399,A,WINTER,2025
S10034,BIO106,A,FALL,2026
S10034,CYB232,A,WINTER,2022
S10034,HIST286,A,SPRING,2022
S10034,MATH469,C,SPRING,2024
S10034,ECON360,C,WINTER,2024
S10034,PHY481,A,FALL,2026
S10034,POLI545,A,FALL,2025
S10034,SOC364,B,SUMMER,2022
S10034,POLI307,C,SPRING,2025
S10034,MATH344,C,SPRING,2024
S10034,DS416,A,SUMMER,2024
S10034,CS560,C,FALL,2023
S10034,HIST187,D,WINTER,2023
S10034,CE597,C,FALL,2025
S10034,PSY276,D,SUMMER,2026
S10034,BIO429,C,SPRING,2024
S10034,BIO179,B,WINTER,2023
S10034,ECON400,A,SPRING,2025
S10034,ME536,C,WINTER,2022
S10035,DS587,B,SUMMER,2024
S10035,ECE268,A,FALL,2026
S10035,ME359,C,SPRING,2022
S10035,POLI134,C,SPRING,2023
S10035,ECE238,A,WINTER,2026
S10035,ECE383,A,WINTER,2023
S10035,STAT592,D,FALL,2022
S10035,ECON373,A,WINTER,2024
S10035,CS533,F,SPRING,2026
S10035,PHIL479,B,SPRING,2024
S10035,MATH375,A,FALL,2024
S10035,SOC546,A,SPRING,2024
S10035,CS140,C,SUMMER,2026
S10035,BIO596,C,SUMMER,2022
S10035,PHY508,B,WINTER,2024
S10035,CE128,B,FALL,2022
S10035,CHEM328,C,SPRING,2026
S10035,PHY390,B,SPRING,2023
S10035,CS367,C,SUMMER,2025
S10035,CE226,A,FALL,2022
S10035,DS225,A,WINTER,2025
S10035,BIO231,A,WINTER,2026
S10035,CHEM478,A,WINTER,2026
S10035,CHEM193,B,FALL,2023
S10035,ECE453,A,SPRING,2023
S10035,ECON579,B,SUMMER,2026
S10035,PHY433,C,SPRING,2026
S10035,BIO539,C,SPRING,2023
S10035,STAT216,D,WINTER,2026
S10035,STAT467,A,WINTER,2024
S10036,DS553,A,FALL,2024
S10036,CYB326,B,WINTER,2023
S10036,ME498,C,SPRING,2023
S10036,BIO429,B,FALL,2025
S10036,CHEM199,B,SPRING,2022
S10036,SOC401,F,WINTER,2022
S10036,CHEM512,F,WINTER,2023
S10036,MATH425,B,SPRING,2024
S10036,PSY414,B,FALL,2024
S10036,CHEM486,F,SPRING,2023
S10036,PHY333,B,SUMMER,2026
S10036,BIO100,A,FALL,2023
S10036,ECON228,A,WINTER,2025
S10036,PHIL308,B,SUMMER,2022
S10036,ECE407,B,WINTER,2024
S10036,ECE238,F,SPRING,2026
S10036,CE352,B,SPRING,2023
S10036,PHIL423,C,FALL,2022
S10036,CE190,B,WINTER,2022
S10036,ECE268,A,SPRING,2023
S10036,ME359,C,SPRING,2025
S10036,BIO347,C,FALL,2022
S10036,STAT363,A,SPRING,2022
S10036,CHEM245,B,FALL,2025
S10036,DS587,B,SUMMER,2025
S10036,ENG430,B,FALL,2026
S10036,PHY253,A,FALL,2022
S10036,PHY235,B,FALL,2026
S10036,ECE544,C,WINTER,2024
S10036,PHY372,C,WINTER,2026
S10037,BIO179,B,SPRING,2025
S10037,CYB265,B,SPRING,2026
S10037,ENG180,C,SPRING,2022
S10037,CYB198,D,FALL,2025
S10037,ENG492,B,SUMMER,2024
S10037,CS302,B,WINTER,2025
S10037,MATH502,C,WINTER,2026
S10037,HIST187,C,SPRING,2022
S10037,ME536,A,WINTER,2025
S10037,SOC412,F,FALL,2023
S10037,CHEM439,A,SUMMER,2022
S10037,ENG266,B,WINTER,2025
S10037,HIST589,C,WINTER,2025
S10037,SOC364,A,WINTER,2023
S10037,PHIL342,B,SPRING,2022
S10037,BIO434,B,FALL,2023
S10037,STAT404,D,SPRING,2025
S10037,MATH503,A,SPRING,2022
S10037,ECON313,C,FALL,2024
S10037,PSY499,B,FALL,2025
S10037,ENG471,D,WINTER,2026
S10037,MATH237,A,SPRING,2025
S10037,DS217,B,SPRING,2023
S10037,ME577,B,SUMMER,2025
S10037,POLI234,C,FALL,2024
S10037,ECE341,C,SPRING,2022
S10037,DS578,C,WINTER,2025
S10037,CYB538,C,WINTER,2026
S10037,HIST527,B,SUMMER,2026
S10037,PHIL255,B,WINTER,2026
S10038,ECE138,C,SUMMER,2024
S10038,POLI224,B,SUMMER,2026
S10038,DS182,B,FALL,2026
S10038,ENG266,F,SUMMER,2023
S10038,ECE470,A,SPRING,2026
S10038,ME345,A,WINTER,2024
S10038,CHEM582,C,SPRING,2022
S10038,MATH469,B,SUMMER,2026
S10038,CYB403,C,FALL,2023
S10038,STAT340,B,SUMMER,2022
S10038,DS587,A,SPRING,2026
S10038,CE597,A,SUMMER,2024
S10038,DS584,B,WINTER,2024
S10038,POLI123,A,FALL,2022
S10038,PSY499,A,SPRING,2022
S10038,STAT437,A,WINTER,2024
S10038,ECON299,C,FALL,2026
S10038,STAT452,C,FALL,2023
S10038,MATH591,B,SUMMER,2022
S10038,STAT565,B,WINTER,2026
S10038,ECON461,B,FALL,2022
S10038,ECON349,A,FALL,2022
S10038,STAT227,C,SPRING,2022
S10038,PHY243,A,FALL,2022
S10038,DS410,C,FALL,2026
S10038,ECON400,C,SUMMER,2024
S10038,POLI292,B,SUMMER,2023
S10038,ECE130,D,SPRING,2026
S10038,HIST151,F,FALL,2025
S10038,CE128,B,WINTER,2024
S10039,BIO552,B,FALL,2022
S10039,PSY209,F,WINTER,2026
S10039,CHEM194,B,SPRING,2024
S10039,CHEM264,A,SUMMER,2025
S10039,DS339,B,SUMMER,2022
S10039,STAT216,A,FALL,2024
S10039,CHEM335,B,WINTER,2023
S10039,CHEM285,C,SUMMER,2024
S10039,ECE270,C,SUMMER,2023
S10039,CE201,B,SPRING,2025
S10039,ENG446,C,SUMMER,2024
S10039,CE597,C,WINTER,2024
S10039,PSY460,C,SUMMER,2023
S10039,CYB232,C,WINTER,2026
S10039,BIO230,F,WINTER,2026
S10039,HIST409,C,SUMMER,2024
S10039,POLI482,B,FALL,2026
S10039,ME577,C,FALL,2022
S10039,DS111,D,SUMMER,2025
S10039,DS171,A,SPRING,2023
S10039,PHY161,F,SUMMER,2026
S10039,HIST428,C,WINTER,2023
S10039,BIO310,F,SPRING,2025
S10039,PHY318,C,SUMMER,2025
S10039,CS302,C,FALL,2022
S10039,CHEM512,B,SUMMER,2024
S10039,ECON349,B,SUMMER,2025
S10039,PHY508,B,FALL,2023
S10039,SOC124,D,SPRING,2022
S10039,ECE525,C,SUMMER,2025
S10040,PHY433,D,SPRING,2022
S10040,PHIL269,C,SPRING,2026
S10040,POLI137,C,WINTER,2023
S10040,CHEM193,B,FALL,2022
S10040,CHEM431,C,FALL,2024
S10040,CE394,A,WINTER,2026
S10040,BIO273,D,FALL,2024
S10040,CHEM332,F,FALL,2025
S10040,CS370,D,FALL,2022
S10040,PSY499,C,FALL,2025
S10040,ECON454,C,SUMMER,2026
S10040,CHEM478,A,FALL,2026
S10040,PHIL519,A,WINTER,2025
S10040,CHEM585,B,SUMMER,2023
S10040,SOC321,A,SUMMER,2023
S10040,POLI555,B,FALL,2025
S10040,HIST110,F,WINTER,2026
S10040,CS305,A,SUMMER,2024
S10040,ENG250,A,SPRING,2026
S10040,CS103,B,SPRING,2025
S10040,PSY419,A,FALL,2024
S10040,POLI524,D,FALL,2023
S10040,ECON299,F,WINTER,2026
S10040,CS109,C,SPRING,2022
S10040,ECE104,A,WINTER,2022
S10040,POLI215,A,FALL,2026
S10040,CYB265,F,WINTER,2025
S10040,PHY318,A,FALL,2024
S10040,CHEM177,F,SPRING,2026
S10040,CYB232,C,SPRING,2023
S10041,MATH113,F,SPRING,2022
S10041,PHIL170,C,SUMMER,2025
S10041,ECE549,A,WINTER,2025
S10041,CS560,C,FALL,2025
S10041,ENG583,A,SUMMER,2022
S10041,CS325,B,SPRING,2026
S10041,PSY163,C,WINTER,2022
S10041,HIST527,C,SPRING,2024
S10041,CHEM585,B,FALL,2024
S10041,POLI292,A,FALL,2026
S10041,CHEM327,F,FALL,2025
S10041,ECE544,C,SUMMER,2025
S10041,ENG480,B,FALL,2025
S10041,MATH537,B,WINTER,2025
S10041,CHEM478,A,FALL,2022
S10041,STAT206,B,WINTER,2023
S10041,STAT294,A,WINTER,2025
S10041,ENG125,D,FALL,2025
S10041,CHEM328,B,SUMMER,2022
S10041,PSY324,D,SPRING,2023
S10041,ECE304,B,SPRING,2025
S10041,CE201,F,WINTER,2026
S10041,CHEM205,D,SUMMER,2025
S10041,PHIL494,B,FALL,2022
S10041,CE402,D,SPRING,2022
S10041,CE517,B,SUMMER,2024
S10041,PHY147,F,WINTER,2026
S10041,BIO596,A,WINTER,2023
S10041,ME189,C,SPRING,2023
S10041,ME359,B,FALL,2025
S10043,ECE341,C,WINTER,2022
S10043,ENG108,B,FALL,2022
S10043,DS587,B,WINTER,2026
S10043,HIST593,A,WINTER,2026
S10043,CS240,A,SPRING,2024
S10043,SOC473,F,SUMMER,2023
S10043,CHEM431,F,WINTER,2022
S10043,PHIL559,C,SUMMER,2025
S10043,CYB265,D,SUMMER,2022
S10043,POLI123,A,SPRING,2026
S10043,PHIL172,D,WINTER,2026
S10043,CS533,A,SPRING,2026
S10043,STAT227,A,SPRING,2023
S10043,CE190,B,SPRING,2022
S10043,CYB389,B,FALL,2025
S10043,ECE104,C,SPRING,2022
S10043,ME165,F,WINTER,2024
S10043,PHIL365,B,SPRING,2022
S10043,BIO179,B,SPRING,2023
S10043,DS171,C,WINTER,2025
S10043,SOC455,B,SPRING,2022
S10043,STAT340,D,FALL,2023
S10043,CE490,A,SPRING,2023
S10043,PHY119,D,SPRING,2024
S10043,MATH131,F,FALL,2023
S10043,ENG405,A,SUMMER,2023
S10043,POLI510,B,SPRING,2023
S10043,BIO207,C,FALL,2024
S10043,CHEM543,B,SUMMER,2023
S10043,CHEM478,A,FALL,2023
S10044,ME107,F,SUMMER,2022
S10044,PHIL278,C,WINTER,2024
S10044,PHIL559,A,SUMMER,2022
S10044,SOC214,B,FALL,2022
S10044,PHY147,D,SUMMER,2022
S10044,BIO314,C,SUMMER,2024
S10044,BIO133,A,FALL,2022
S10044,PSY157,B,FALL,2023
S10044,ME595,D,SPRING,2024
S10044,CYB343,A,SUMMER,2026
S10044,CYB337,C,SUMMER,2022
S10044,ECON312,C,WINTER,2024
S10044,CYB538,C,WINTER,2022
S10044,BIO374,B,FALL,2022
S10044,CS325,C,FALL,2023
S10044,PHIL168,A,SUMMER,2026
S10044,BIO408,B,WINTER,2023
S10044,ECON514,C,SPRING,2025
S10044,PSY426,B,SUMMER,2025
S10044,BIO100,C,FALL,2024
S10044,HIST259,B,WINTER,2024
S10044,STAT340,C,WINTER,2023
S10044,CS560,B,WINTER,2022
S10044,PHIL562,F,WINTER,2026
S10044,BIO231,B,FALL,2026
S10044,ME165,D,SUMMER,2026
S10044,CYB265,B,SUMMER,2023
S10044,ECON436,B,WINTER,2023
S10044,PHY376,A,FALL,2025
S10044,STAT287,C,SUMMER,2023
S10045,CE535,C,WINTER,2025
S10045,ECON117,B,WINTER,2022
S10045,POLI482,A,SUMMER,2025
S10045,PSY563,C,SUMMER,2022
S10045,DS509,B,FALL,2024
S10045,HIST297,A,SUMMER,2024
S10045,PHIL423,B,SPRING,2025
S10045,SOC124,C,SPRING,2026
S10045,MATH506,F,FALL,2025
S10045,CE201,B,WINTER,2024
S10045,CHEM193,D,WINTER,2024
S10045,ME107,B,FALL,2023
S10045,CHEM173,D,SPRING,2025
S10045,SOC424,B,SPRING,2022
S10045,HIST527,B,SPRING,2026
S10045,PHIL221,C,WINTER,2024
S10045,DS182,C,WINTER,2025
S10045,PHY303,B,WINTER,2024
S10045,CYB265,B,SPRING,2024
S10045,BIO105,A,WINTER,2026
S10045,ENG392,B,SPRING,2026
S10045,HIST346,C,FALL,2023
S10045,BIO347,F,WINTER,2026
S10045,BIO539,A,WINTER,2022
S10045,PSY276,A,WINTER,2022
S10045,DS196,B,WINTER,2022
S10045,HIST421,A,SUMMER,2026
S10045,POLI545,C,FALL,2024
S10045,CE518,B,SUMMER,2022
S10045,CE597,D,SPRING,2025
S10046,ME257,C,SUMMER,2026
S10046,ECE331,B,WINTER,2026
S10046,MATH323,A,SUMMER,2026
S10046,ECE383,B,SUMMER,2024
S10046,PHY581,B,FALL,2026
S10046,ECE142,C,SPRING,2026
S10046,CYB594,F,SPRING,2025
S10046,CHEM543,A,WINTER,2023
S10046,CE597,A,WINTER,2022
S10046,MATH358,C,WINTER,2026
S10046,CHEM193,C,FALL,2024
S10046,PHY303,D,FALL,2023
S10046,PHIL519,A,FALL,2025
S10046,DS553,F,WINTER,2023
S10046,POLI361,C,SUMMER,2022
S10046,CHEM199,B,FALL,2022
S10046,PHIL172,F,SUMMER,2024
S10046,ECE530,B,WINTER,2022
S10046,CS448,A,SUMMER,2023
S10046,MATH213,A,SUMMER,2025
S10046,ME497,F,SPRING,2026
S10046,ENG108,B,SUMMER,2025
S10046,CE201,B,FALL,2025
S10046,CHEM475,B,FALL,2025
S10046,PHY481,B,FALL,2024
S10046,ECON281,B,SUMMER,2024
S10046,ENG369,B,FALL,2026
S10046,ECE407,C,WINTER,2024
S10046,PSY499,B,SUMMER,2022
S10046,CHEM177,A,SUMMER,2022
S10047,PHIL462,B,WINTER,2023
S10047,PSY384,A,SPRING,2023
S10047,CHEM442,D,SPRING,2023
S10047,HIST259,A,SUMMER,2026
S10047,STAT206,F,WINTER,2026
S10047,CS572,B,WINTER,2026
S10047,CHEM475,D,FALL,2022
S10047,ECE413,A,FALL,2024
S10047,STAT404,C,SPRING,2025
S10047,MATH591,F,FALL,2025
S10047,POLI134,A,WINTER,2026
S10047,ECE130,B,SUMMER,2024
S10047,CHEM486,C,FALL,2025
S10047,BIO310,C,SUMMER,2023
S10047,DS171,A,WINTER,2023
S10047,CHEM173,A,FALL,2026
S10047,HIST346,B,FALL,2024
S10047,CE521,A,SUMMER,2025
S10047,DS182,C,SPRING,2023
S10047,ME491,B,FALL,2025
S10047,CE597,C,SPRING,2024
S10047,PHIL513,B,SPRING,2024
S10047,PHY599,A,SUMMER,2022
S10047,CS586,C,SUMMER,2026
S10047,POLI224,B,SUMMER,2022
S10047,MATH300,A,SUMMER,2022
S10047,MATH502,F,WINTER,2025
S10047,CE181,F,SUMMER,2026
S10047,ENG430,B,WINTER,2022
S10047,BIO314,B,FALL,2026
S10048,CE120,D,SUMMER,2025
S10048,PSY295,C,SUMMER,2025
S10048,POLI529,D,SPRING,2023
S10048,SOC556,F,FALL,2025
S10048,BIO230,B,SPRING,2022
S10048,PSY157,C,SUMMER,2024
S10048,HIST420,D,FALL,2024
S10048,ECE338,B,SPRING,2022
S10048,PHY318,C,SPRING,2024
S10048,ME399,B,WINTER,2025
S10048,DS186,B,SUMMER,2023
S10048,ENG548,B,WINTER,2025
S10048,BIO463,B,SUMMER,2023
S10048,ECON454,D,WINTER,2023
S10048,CHEM543,F,WINTER,2024
S10048,MATH506,A,SUMMER,2023
S10048,ECON349,A,WINTER,2026
S10048,PHY488,D,FALL,2026
S10048,CE249,A,SPRING,2026
S10048,POLI215,B,FALL,2024
S10048,CS367,C,SPRING,2024
S10048,CE152,C,FALL,2023
S10048,MATH145,A,FALL,2025
S10048,ENG474,C,WINTER,2022
S10048,BIO408,C,WINTER,2022
S10048,MATH591,C,SPRING,2022
S10048,ME406,D,WINTER,2026
S10048,PHIL542,B,FALL,2023
S10048,CHEM285,B,WINTER,2023
S10048,CYB223,F,WINTER,2022
S10049,PSY295,C,SPRING,2024
S10049,CE121,D,SPRING,2023
S10049,BIO408,C,WINTER,2024
S10049,CYB155,B,SPRING,2024
S10049,CE402,F,FALL,2022
S10049,POLI529,D,FALL,2025
S10049,MATH506,C,SPRING,2024
S10049,BIO429,C,FALL,2022
S10049,POLI588,C,WINTER,2026
S10049,POLI150,A,SUMMER,2025
S10049,CE394,C,FALL,2024
S10049,POLI148,A,FALL,2022
S10049,ME160,F,SPRING,2025
S10049,CYB594,A,SPRING,2025
S10049,ME491,F,WINTER,2023
S10049,STAT222,D,SUMMER,2025
S10049,POLI284,C,FALL,2023
S10049,POLI397,D,SUMMER,2022
S10049,DS444,B,SPRING,2024
S10049,BIO463,D,FALL,2026
S10049,PHIL562,B,SPRING,2022
S10049,HIST409,F,SPRING,2022
S10049,DS315,A,FALL,2024
S10049,CE517,B,WINTER,2025
S10049,POLI301,A,FALL,2025
S10049,STAT467,B,SPRING,2022
S10049,PHY481,F,SUMMER,2022
S10049,CE120,B,SPRING,2025
S10049,POLI277,C,WINTER,2022
S10049,CHEM431,A,FALL,2024
S10050,PHIL494,C,SPRING,2024
S10050,PHIL542,C,SPRING,2026
S10050,PHY380,B,SUMMER,2024
S10050,CHEM431,B,SUMMER,2026
S10050,CHEM264,A,SUMMER,2023
S10050,PHIL479,B,WINTER,2023
S10050,CS305,B,SUMMER,2022
S10050,BIO485,C,WINTER,2025
S10050,PHIL278,B,SUMMER,2022
S10050,PSY499,D,WINTER,2022
S10050,CE517,D,SUMMER,2024
S10050,BIO188,C,FALL,2026
S10050,ME532,F,SUMMER,2025
S10050,ECE355,B,WINTER,2022
S10050,CYB538,A,FALL,2025
S10050,MATH145,C,SPRING,2022
S10050,ECE270,F,SUMMER,2022
S10050,CE280,C,WINTER,2024
S10050,ECE415,C,SPRING,2024
S10050,MATH375,C,FALL,2025
S10050,CHEM478,B,SUMMER,2022
S10050,CHEM512,B,SUMMER,2024
S10050,CHEM528,C,SPRING,2024
S10050,CYB594,A,FALL,2026
S10050,STAT216,A,SPRING,2026
S10050,CHEM262,C,SPRING,2022
S10050,POLI524,D,SUMMER,2024
S10050,CYB256,B,SPRING,2025
S10050,HIST151,B,WINTER,2024
S10050,CE568,C,SPRING,2022
S10051,PHY372,B,SPRING,2025
S10051,ECON281,D,SUMMER,2022
S10051,PHY303,F,SUMMER,2023
S10051,PHIL168,A,FALL,2025
S10051,CS571,A,WINTER,2025
S10051,HIST297,C,WINTER,2024
S10051,CYB153,A,SUMMER,2026
S10051,ME532,A,WINTER,2023
S10051,HIST589,A,WINTER,2024
S10051,CYB476,A,SPRING,2022
S10051,CE517,C,SUMMER,2022
S10051,ENG548,D,FALL,2022
S10051,PSY554,B,SPRING,2024
S10051,PHY508,C,SUMMER,2023
S10051,ENG250,C,FALL,2023
S10051,PSY414,B,SPRING,2026
S10051,HIST391,D,SUMMER,2025
S10051,CE597,C,WINTER,2025
S10051,ECE142,C,WINTER,2024
S10051,CYB265,D,SPRING,2024
S10051,POLI215,F,FALL,2024
S10051,CYB326,C,SUMMER,2023
S10051,POLI522,C,SUMMER,2026
S10051,CE120,F,SPRING,2025
S10051,DS225,D,SUMMER,2025
S10051,PHY380,B,FALL,2026
S10051,BIO179,B,SUMMER,2025
S10051,PHY441,F,FALL,2025
S10051,CS240,F,FALL,2024
S10051,MATH113,B,SPRING,2026
S10052,SOC282,F,SUMMER,2022
S10052,BIO139,D,FALL,2022
S10052,PHY590,A,WINTER,2024
S10052,ECON454,B,FALL,2025
S10052,PHIL168,D,SPRING,2026
S10052,CHEM264,B,FALL,2025
S10052,POLI540,B,WINTER,2023
S10052,SOC523,C,SUMMER,2026
S10052,MATH459,A,FALL,2024
S10052,CE226,F,SPRING,2024
S10052,CHEM507,A,SPRING,2026
S10052,MATH375,B,WINTER,2025
S10052,HIST396,C,WINTER,2026
S10052,ME165,D,FALL,2022
S10052,CE149,B,WINTER,2026
S10052,CYB569,C,SUMMER,2025
S10052,BIO501,A,WINTER,2026
S10052,ME359,B,SUMMER,2026
S10052,PHIL462,F,SPRING,2023
S10052,CYB343,B,SUMMER,2025
S10052,BIO374,B,SPRING,2025
S10052,BIO260,D,SPRING,2024
S10052,CYB153,A,WINTER,2026
S10052,PHIL513,C,FALL,2023
S10052,HIST409,B,SUMMER,2024
S10052,STAT216,C,FALL,2024
S10052,ECE468,A,FALL,2023
S10052,PHIL278,B,SPRING,2023
S10052,STAT467,C,SPRING,2026
S10052,ENG430,B,WINTER,2025
S10053,ME456,B,SUMMER,2023
S10053,SOC445,C,SPRING,2026
S10053,PHIL255,C,WINTER,2024
S10053,PHIL269,A,SUMMER,2024
S10053,HIST219,C,SPRING,2022
S10053,HIST391,C,FALL,2024
S10053,PHY508,A,SUMMER,2026
S10053,ENG548,A,SUMMER,2025
S10053,ECON360,C,SUMMER,2022
S10053,DS584,B,SPRING,2022
S10053,PHIL308,A,WINTER,2026
S10053,CHEM173,A,WINTER,2026
S10053,ENG492,F,SPRING,2025
S10053,PHY376,C,FALL,2022
S10053,CS448,F,WINTER,2024
S10053,ECON400,B,SUMMER,2023
S10053,ECON261,B,WINTER,2022
S10053,SOC541,C,FALL,2023
S10053,CS103,A,SPRING,2024
S10053,CE597,B,SPRING,2022
S10053,SOC412,A,SUMMER,2024
S10053,DS127,B,SPRING,2024
S10053,CS464,C,FALL,2025
S10053,CHEM486,D,SUMMER,2022
S10053,ENG283,B,SPRING,2022
S10053,PHY161,A,FALL,2023
S10053,ECON496,B,FALL,2025
S10053,PSY136,A,WINTER,2022
S10053,PSY414,F,FALL,2025
S10053,PHIL132,C,SUMMER,2026
S10054,BIO273,F,WINTER,2026
S10054,ECE331,A,SUMMER,2025
S10054,ECON484,C,WINTER,2022
S10054,POLI148,A,WINTER,2024
S10054,ENG368,A,SPRING,2023
S10054,BIO231,B,SUMMER,2022
